Date,Country,Region,Petrol_Price_USD_per_Liter,Diesel_Price_USD_per_Liter,Natural_Gas_Price_USD_per_MMBtu,Crude_Oil_Price_USD_per_Barrel,Inflation_Rate (%),Exchange_Rate_vs_USD,GDP_Growth (%),Supply_Index,Demand_Index,Geopolitical_Risk_Index,Event_Flag,Event_Description,Currency_Devaluation (%),Subsidy_Level,Tax_Rate_on_Fuel (%),Petrol_7d_MA,Petrol_28d_vol,Petrol_lag_1,Crude_lag_1
2017-04-10,China,Asia,0.919,0.837,1.793,65.1,2.86,6.561,2.27,60.0,57.9,23.4,0,,0.63,Medium,25.0,0.89975,0.04630628669895809,0.862,60.82
2017-04-17,China,Asia,0.904,0.827,2.302,64.14,1.95,6.5065,4.99,58.0,50.5,20.1,0,,0.45,Medium,25.0,0.902,0.04687699227577798,0.919,65.1
2017-04-24,China,Asia,0.865,0.805,1.934,62.52,2.05,6.4641,4.1,58.1,49.6,23.2,0,,-0.5,Medium,25.0,0.8875,0.04911899025442703,0.904,64.14
2017-05-01,China,Asia,0.834,0.777,1.88,59.65,2.33,6.6201,0.91,66.1,35.2,21.6,0,,0.14,Medium,25.0,0.8805,0.04952425227805834,0.865,62.52
2017-05-08,China,Asia,0.9,0.788,1.835,64.02,1.86,6.688,3.15,63.8,29.9,29.2,0,,-0.19,Medium,25.0,0.87575,0.05260300177294418,0.834,59.65
2017-05-15,China,Asia,0.824,0.774,1.852,58.26,2.61,6.5963,1.03,52.1,41.8,28.5,0,,0.6,Medium,25.0,0.85575,0.05955087835774705,0.9,64.02
2017-05-22,China,Asia,0.909,0.812,1.616,62.37,2.52,6.5624,1.81,58.2,43.3,20.3,0,,0.38,Medium,25.0,0.8667499999999999,0.06451218640621822,0.824,58.26
2017-05-29,China,Asia,0.873,0.772,1.58,63.05,2.28,6.5662,1.0,48.3,52.4,27.8,0,,-0.03,Medium,25.0,0.8765000000000001,0.06256344635340784,0.909,62.37
2017-06-05,China,Asia,0.801,0.717,1.989,55.41,1.37,6.5154,1.3,58.3,48.4,28.8,0,,-0.13,Medium,25.0,0.85175,0.06544513099627784,0.873,63.05
2017-06-12,China,Asia,0.781,0.719,1.626,56.13,2.69,6.5606,1.64,46.8,51.4,27.3,0,,0.65,Medium,25.0,0.841,0.0640255335936836,0.801,55.41
2017-06-19,China,Asia,0.766,0.676,1.737,53.33,2.76,6.583,5.2,67.4,44.4,28.5,0,,-0.23,Medium,25.0,0.80525,0.06275291690830645,0.781,56.13
2017-06-26,China,Asia,0.704,0.693,1.621,52.66,2.2,6.4851,2.05,58.6,41.4,28.7,0,,-0.34,Medium,25.0,0.763,0.06401509717067588,0.766,53.33
2017-07-03,China,Asia,0.7,0.598,1.635,49.11,2.44,6.4829,2.77,57.4,33.1,28.5,0,,-0.68,Medium,25.0,0.73775,0.05890730385663918,0.704,52.66
2017-07-10,China,Asia,0.751,0.667,1.794,51.96,2.23,6.5209,1.9,36.5,32.8,22.9,0,,0.1,Medium,25.0,0.7302500000000001,0.06485681873787581,0.7,49.11
2017-07-17,China,Asia,0.648,0.62,1.5,48.12,3.54,6.4995,0.87,49.7,44.2,20.7,0,,-0.62,Medium,25.0,0.70075,0.07382912527432753,0.751,51.96
2017-07-24,China,Asia,0.714,0.639,1.5,49.17,2.2,6.4029,1.27,51.6,43.9,22.3,0,,0.76,Medium,25.0,0.7032499999999999,0.08164399131999044,0.648,48.12
2017-07-31,China,Asia,0.657,0.614,1.571,46.3,2.14,6.4273,1.73,31.5,39.1,20.0,0,,0.26,Medium,25.0,0.6925,0.07874899675202889,0.714,49.17
2017-08-07,China,Asia,0.703,0.635,1.728,49.53,2.14,6.4747,3.74,44.7,47.9,28.2,0,,0.21,Medium,25.0,0.6805000000000001,0.08040520784200755,0.657,46.3
2017-08-14,China,Asia,0.649,0.56,1.5,43.77,2.17,6.4406,0.53,50.2,50.2,28.8,0,,-0.52,Medium,25.0,0.68075,0.07386505750297537,0.703,49.53
2017-08-21,China,Asia,0.638,0.564,1.5,44.9,2.07,6.5156,0.55,61.2,55.4,27.8,0,,0.01,Medium,25.0,0.6617500000000001,0.07375181651605568,0.649,43.77
2017-08-28,China,Asia,0.636,0.581,1.596,45.43,2.31,6.5045,1.35,41.9,31.3,26.4,0,,-0.16,Medium,25.0,0.6565000000000001,0.07148365689410928,0.638,44.9
2017-09-04,China,Asia,0.591,0.563,1.5,42.99,1.76,6.4534,-0.29,40.0,52.3,21.3,0,,0.7,Medium,25.0,0.6285000000000001,0.0731693575997853,0.636,45.43
2017-09-11,China,Asia,0.633,0.581,1.5,44.4,2.46,6.365,3.24,36.8,43.3,25.2,0,,0.16,Medium,25.0,0.6245,0.07780566491738694,0.591,42.99
2017-09-18,China,Asia,0.651,0.603,1.633,46.41,2.53,6.4501,3.2,41.7,51.3,22.7,0,,-0.52,Medium,25.0,0.62775,0.0754895471845789,0.633,44.4
2017-09-25,China,Asia,0.574,0.51,1.5,39.12,2.59,6.5826,1.53,46.0,47.1,29.6,0,,0.77,Medium,25.0,0.61225,0.08241893937033049,0.651,46.41
2017-10-02,China,Asia,0.611,0.551,1.527,44.0,1.63,6.4223,0.65,46.4,46.0,25.6,0,,-0.12,Medium,25.0,0.61725,0.08165373170729834,0.574,39.12
2017-10-09,China,Asia,0.613,0.559,1.5,42.9,1.52,6.353,3.34,45.3,40.0,28.2,0,,-0.11,Medium,25.0,0.61225,0.07186371982236195,0.611,44.0
2017-10-16,China,Asia,0.626,0.549,1.5,43.77,2.56,6.5009,1.22,52.9,57.3,29.1,0,,-0.02,Medium,25.0,0.606,0.064655707996433,0.613,42.9
2017-10-23,China,Asia,0.579,0.525,1.5,40.95,1.85,6.369,0.07,43.5,63.4,23.5,0,,0.91,Medium,25.0,0.6072500000000001,0.06419496000248284,0.626,43.77
2017-10-30,China,Asia,0.628,0.536,1.5,42.99,2.99,6.367,0.91,42.4,55.1,25.2,0,,0.97,Medium,25.0,0.6114999999999999,0.06593577080574319,0.579,40.95
2017-11-06,China,Asia,0.67,0.598,1.674,47.16,1.62,6.3856,1.1,38.7,49.6,20.2,0,,0.33,Medium,25.0,0.62575,0.06521341506889643,0.628,42.99
2017-11-13,China,Asia,0.659,0.606,1.5,46.31,2.71,6.5214,3.15,37.6,46.6,24.8,0,,-0.35,Medium,25.0,0.634,0.06519760086761504,0.67,47.16
2017-11-20,China,Asia,0.68,0.588,1.5,47.54,2.44,6.4483,1.92,54.8,37.4,20.3,0,,0.77,Medium,25.0,0.65925,0.06559740989063986,0.659,46.31
2017-11-27,China,Asia,0.691,0.627,1.733,49.05,2.29,6.4871,3.07,43.0,50.9,24.7,0,,-0.18,Medium,25.0,0.675,0.060780035240333125,0.68,47.54
2017-12-04,China,Asia,0.669,0.591,1.5,46.19,1.78,6.488,3.7,53.8,61.1,22.2,0,,0.48,Medium,25.0,0.67475,0.05937071349045176,0.691,49.05
2017-12-11,China,Asia,0.719,0.638,1.5,49.91,3.21,6.5585,-0.79,50.1,52.3,20.7,0,,0.74,Medium,25.0,0.6897500000000001,0.06237064883566132,0.669,46.19
2017-12-18,China,Asia,0.742,0.665,1.667,51.61,1.77,6.4401,2.85,70.8,49.0,27.7,0,,0.02,Medium,25.0,0.70525,0.04757462588449111,0.719,49.91
2017-12-25,China,Asia,0.673,0.636,1.539,49.75,2.26,6.3522,1.07,55.8,66.5,29.1,0,,-0.27,Medium,25.0,0.70075,0.05596916473721988,0.742,51.61
2018-01-01,China,Asia,0.853,0.737,1.996,58.27,1.16,6.5181,1.27,45.1,34.3,25.7,0,,-0.51,Medium,25.0,0.74675,0.09299414507761136,0.673,49.75
2018-01-08,China,Asia,0.737,0.693,1.5,54.1,3.02,6.6017,5.02,42.9,62.1,21.2,0,,-0.45,Medium,25.0,0.75125,0.10489435336407645,0.853,58.27
2018-01-15,China,Asia,0.754,0.666,1.63,53.3,2.39,6.508,2.1,53.1,65.0,22.1,0,,-1.25,Medium,25.0,0.75425,0.10068019628866369,0.737,54.1
2018-01-22,China,Asia,0.841,0.751,2.065,59.0,2.25,6.5389,1.18,41.5,58.1,25.4,0,,-0.68,Medium,25.0,0.7962499999999999,0.10266282123677425,0.754,53.3
2018-01-29,China,Asia,0.796,0.729,1.798,56.39,2.74,6.5565,5.01,45.6,49.8,22.6,0,,-0.2,Medium,25.0,0.782,0.10451086773916833,0.841,59.0
2018-02-05,China,Asia,0.885,0.774,2.092,59.84,2.73,6.5891,2.03,46.3,46.6,23.3,0,,-0.19,Medium,25.0,0.819,0.10706638025585602,0.796,56.39
2018-02-12,China,Asia,0.789,0.727,2.052,58.51,2.13,6.466,3.01,38.7,52.0,29.0,0,,-0.43,Medium,25.0,0.82775,0.11424961694354292,0.885,59.84
2018-02-19,China,Asia,0.838,0.798,1.96,60.46,2.31,6.623,3.2,48.2,55.8,29.3,0,,0.68,Medium,25.0,0.827,0.11494458935151895,0.789,58.51
2018-02-26,China,Asia,0.923,0.779,2.203,63.69,2.48,6.6467,1.89,45.7,71.6,26.5,0,,0.02,Medium,25.0,0.85875,0.11570781935938143,0.838,60.46
2018-03-05,China,Asia,0.921,0.806,2.009,63.49,2.67,6.6425,0.78,66.3,65.9,25.3,0,,0.21,Medium,25.0,0.86775,0.11532013988016353,0.923,63.69
2018-03-12,China,Asia,0.919,0.773,1.867,62.88,2.04,6.5415,3.62,57.8,35.6,24.9,0,,0.66,Medium,25.0,0.90025,0.11559836172117853,0.921,63.49
2018-03-19,China,Asia,0.941,0.864,1.767,68.81,1.99,6.5888,1.36,53.7,41.4,23.8,0,,-0.69,Medium,25.0,0.926,0.10963003829132137,0.919,62.88
2018-03-26,China,Asia,0.92,0.842,1.541,63.28,2.58,6.5796,1.6,51.4,42.5,29.4,0,,0.07,Medium,25.0,0.92525,0.0818146252539047,0.941,68.81
2018-04-02,China,Asia,0.894,0.799,2.151,62.26,2.34,6.5225,0.61,42.6,61.7,23.4,0,,-0.32,Medium,25.0,0.9185000000000001,0.06937199757518282,0.92,63.28
2018-04-09,China,Asia,0.862,0.781,1.809,60.56,3.01,6.5953,2.1,71.4,56.5,26.1,0,,0.79,Medium,25.0,0.90425,0.07107236689954165,0.894,62.26
2018-04-16,China,Asia,0.856,0.786,1.744,59.92,1.8,6.5465,4.18,50.7,30.0,23.4,0,,-0.5,Medium,25.0,0.883,0.06349975448366918,0.862,60.56
2018-04-23,China,Asia,0.836,0.775,2.052,61.16,3.31,6.5507,0.3,58.7,45.1,29.5,0,,0.04,Medium,25.0,0.862,0.061616416053137384,0.856,59.92
2018-04-30,China,Asia,0.927,0.793,2.066,62.93,1.86,6.5515,2.23,66.5,47.0,20.6,0,,0.15,Medium,25.0,0.87025,0.06115813855957219,0.836,61.16
2018-05-07,China,Asia,0.875,0.772,2.125,61.68,2.94,6.3442,3.64,56.6,47.7,22.9,0,,-0.99,Medium,25.0,0.8734999999999999,0.053692272466065886,0.927,62.93
2018-05-14,China,Asia,0.905,0.798,1.745,62.8,2.84,6.5106,0.93,58.1,57.9,29.1,0,,0.05,Medium,25.0,0.88575,0.051802268244618366,0.875,61.68
2018-05-21,China,Asia,0.819,0.764,1.637,59.15,2.24,6.6472,3.11,46.2,44.7,29.5,0,,0.66,Medium,25.0,0.8815,0.05048464013358481,0.905,62.8
2018-05-28,China,Asia,0.884,0.777,2.121,61.73,2.22,6.3793,1.95,59.4,55.8,22.3,0,,-0.15,Medium,25.0,0.87075,0.056571569320045936,0.819,59.15
2018-06-04,China,Asia,0.839,0.772,1.965,60.14,2.46,6.4941,3.02,49.6,46.4,26.4,0,,-0.35,Medium,25.0,0.86175,0.05831044068050728,0.884,61.73
2018-06-11,China,Asia,0.852,0.767,1.736,60.03,2.74,6.5727,0.95,53.5,51.6,24.7,0,,0.27,Medium,25.0,0.8484999999999999,0.05796590996564688,0.839,60.14
2018-06-18,China,Asia,0.827,0.728,1.5,57.79,3.29,6.5184,-1.12,48.1,59.2,20.0,0,,0.06,Medium,25.0,0.8505,0.05817280608352123,0.852,60.03
2018-06-25,China,Asia,0.75,0.656,1.622,52.21,2.36,6.5108,3.39,46.5,38.4,21.8,0,,0.83,Medium,25.0,0.817,0.06309901091932221,0.827,57.79
2018-07-02,China,Asia,0.724,0.636,1.772,51.42,2.47,6.5528,1.26,44.6,42.1,27.2,0,,-0.51,Medium,25.0,0.7882499999999999,0.06306235135742096,0.75,52.21
2018-07-09,China,Asia,0.72,0.661,1.5,51.23,2.43,6.4727,0.95,54.5,52.5,25.5,0,,-0.38,Medium,25.0,0.75525,0.06307543062730314,0.724,51.42
2018-07-16,China,Asia,0.748,0.65,1.789,50.99,1.74,6.4809,3.89,55.7,44.7,25.8,0,,-0.17,Medium,25.0,0.7355,0.06464153957768413,0.72,51.23
2018-07-23,China,Asia,0.734,0.662,1.5,52.22,1.92,6.4324,1.92,43.2,48.0,25.9,0,,0.38,Medium,25.0,0.7315,0.05329412726450137,0.748,50.99
2018-07-30,China,Asia,0.731,0.629,1.5,49.93,2.47,6.4268,0.93,53.3,47.1,25.5,0,,0.72,Medium,25.0,0.73325,0.05200893833926545,0.734,52.22
2018-08-06,China,Asia,0.627,0.563,1.5,43.9,2.77,6.4257,2.92,44.1,46.3,23.8,0,,0.61,Medium,25.0,0.71,0.061359932821710955,0.731,49.93
2018-08-13,China,Asia,0.658,0.601,1.5,46.5,2.37,6.3637,2.23,41.1,42.0,28.3,0,,-0.44,Medium,25.0,0.6875,0.061255512314662836,0.627,43.9
2018-08-20,China,Asia,0.628,0.564,1.5,44.06,2.6,6.531,0.75,55.3,49.4,21.7,0,,-0.25,Medium,25.0,0.6609999999999999,0.053668328775843176,0.658,46.5
2018-08-27,China,Asia,0.652,0.597,1.5,46.44,1.32,6.3701,1.5,33.8,30.7,20.4,0,,0.03,Medium,25.0,0.64125,0.056124383696672595,0.628,44.06
2018-09-03,China,Asia,0.687,0.621,1.5,47.26,1.71,6.4786,0.67,36.6,42.8,25.6,0,,-0.45,Medium,25.0,0.65625,0.05926928855576008,0.652,46.44
2018-09-10,China,Asia,0.633,0.604,1.5,45.53,2.48,6.3869,1.53,41.5,56.8,26.3,0,,-0.61,Medium,25.0,0.65,0.061917325849428835,0.687,47.26
2018-09-17,China,Asia,0.602,0.533,1.5,40.98,1.81,6.434,2.34,40.5,62.0,21.9,0,,-0.83,Medium,25.0,0.6435,0.05840370854979416,0.633,45.53
2018-09-24,China,Asia,0.596,0.544,1.5,42.18,3.17,6.4325,2.71,39.3,45.3,22.3,0,,-0.22,Medium,25.0,0.6295,0.05814057374427615,0.602,40.98
2018-10-01,China,Asia,0.641,0.59,1.5,44.82,2.39,6.4545,-1.09,54.3,42.8,27.2,0,,-0.1,Medium,25.0,0.618,0.06371088471997807,0.596,42.18
2018-10-08,China,Asia,0.604,0.544,1.5,42.59,2.66,6.4753,-0.24,51.9,40.0,27.0,0,,1.13,Medium,25.0,0.61075,0.06339090901050236,0.641,44.82
2018-10-15,China,Asia,0.646,0.568,1.5,45.01,1.36,6.4364,3.74,38.5,58.1,26.5,0,,-0.23,Medium,25.0,0.62175,0.06797039559591236,0.604,42.59
2018-10-22,China,Asia,0.603,0.542,1.551,43.41,2.2,6.4272,2.6,37.8,51.5,23.1,0,,-1.2,Medium,25.0,0.6234999999999999,0.069973018355777,0.646,45.01
2018-10-29,China,Asia,0.651,0.576,1.528,44.11,2.58,6.5656,1.52,47.0,53.5,22.5,0,,0.17,Medium,25.0,0.626,0.061711020101553965,0.603,43.41
2018-11-05,China,Asia,0.698,0.602,1.554,47.55,1.82,6.3846,0.92,55.2,50.0,27.1,0,,0.13,Medium,25.0,0.6495,0.06352764309286617,0.651,44.11
2018-11-12,China,Asia,0.685,0.588,1.5,45.76,2.97,6.4252,-0.98,38.0,35.3,23.4,0,,-0.64,Medium,25.0,0.65925,0.06196440890749748,0.698,47.55
2018-11-19,China,Asia,0.72,0.652,1.728,50.38,2.61,6.3972,1.88,47.7,35.9,23.8,0,,0.85,Medium,25.0,0.6884999999999999,0.06262399464971204,0.685,45.76
2018-11-26,China,Asia,0.719,0.614,1.648,48.98,1.71,6.5536,2.52,47.7,53.7,22.4,0,,0.46,Medium,25.0,0.7055,0.06113994749857253,0.72,50.38
2018-12-03,China,Asia,0.642,0.56,1.596,45.24,2.59,6.4208,-0.16,54.8,60.0,27.1,0,,0.71,Medium,25.0,0.6915,0.06512630459256674,0.719,48.98
2018-12-10,China,Asia,0.687,0.602,1.5,47.07,2.76,6.3742,0.69,45.4,64.9,20.2,0,,0.49,Medium,25.0,0.692,0.06553482247906484,0.642,45.24
2018-12-17,China,Asia,0.72,0.64,1.5,51.66,2.29,6.5254,1.91,47.2,51.4,25.0,0,,0.18,Medium,25.0,0.6920000000000001,0.06582077181641331,0.687,47.07
2018-12-24,China,Asia,0.764,0.691,1.5,54.04,2.26,6.5536,2.03,53.7,69.7,28.0,0,,0.29,Medium,25.0,0.7032499999999999,0.06479870395320864,0.72,51.66
2018-12-31,China,Asia,0.741,0.68,1.5,52.87,2.5,6.516,4.89,53.6,72.5,21.8,0,,-0.18,Medium,25.0,0.728,0.06236009713718658,0.764,54.04
2019-01-07,China,Asia,0.867,0.809,1.697,63.02,3.04,6.5008,2.19,46.9,57.1,27.8,0,,0.29,Medium,25.0,0.7729999999999999,0.07519423828783038,0.741,52.87
2019-01-14,China,Asia,0.836,0.704,1.657,56.21,2.51,6.6138,2.59,52.3,53.5,20.6,0,,0.16,Medium,25.0,0.802,0.07216039972996498,0.867,63.02
2019-01-21,China,Asia,0.878,0.785,1.622,60.62,2.47,6.5526,3.65,50.7,42.0,22.1,0,,0.82,Medium,25.0,0.8304999999999999,0.07080825256506465,0.836,56.21
2019-01-28,China,Asia,0.895,0.772,1.996,59.78,2.87,6.5731,1.89,69.1,48.5,23.7,0,,0.13,Medium,25.0,0.869,0.06940417379071004,0.878,60.62
2019-02-04,China,Asia,0.858,0.776,1.806,60.05,2.22,6.5482,-0.62,45.6,72.3,26.6,0,,-0.72,Medium,25.0,0.86675,0.0709380509795652,0.895,59.78
2019-02-11,China,Asia,0.876,0.791,1.956,61.69,2.43,6.5745,2.21,39.6,54.0,23.7,0,,-0.05,Medium,25.0,0.87675,0.07031391039275554,0.858,60.05
2019-02-18,China,Asia,0.94,0.832,1.825,64.53,1.66,6.501,2.59,51.7,41.5,29.3,0,,-0.39,Medium,25.0,0.89225,0.07165369134198164,0.876,61.69
2019-02-25,China,Asia,0.884,0.799,1.716,61.77,2.84,6.5161,3.03,54.1,46.9,22.3,0,,0.55,Medium,25.0,0.8895,0.06466958895304756,0.94,64.53
2019-03-04,China,Asia,0.933,0.817,1.696,63.3,2.61,6.5783,5.24,49.3,59.6,23.8,0,,-0.28,Medium,25.0,0.90825,0.0639539074313507,0.884,61.77
2019-03-11,China,Asia,0.873,0.775,2.196,62.23,3.35,6.5844,2.0,59.4,65.7,24.6,0,,-0.38,Medium,25.0,0.9075,0.06873813537320443,0.933,63.3
2019-03-18,China,Asia,0.914,0.814,1.694,63.12,2.99,6.5341,0.18,60.4,56.7,29.3,0,,-0.06,Medium,25.0,0.901,0.06805434794338967,0.873,62.23
2019-03-25,China,Asia,0.968,0.886,1.838,68.33,2.33,6.4941,4.04,48.7,59.2,24.3,0,,-0.41,Medium,25.0,0.9219999999999999,0.06729833632164205,0.914,63.12
2019-04-01,China,Asia,0.818,0.761,1.866,59.94,3.41,6.5736,-0.56,65.3,44.2,24.9,0,,-0.68,Medium,25.0,0.89325,0.06878861999357955,0.968,68.33
2019-04-08,China,Asia,0.931,0.861,2.328,66.52,1.89,6.5899,2.68,54.1,45.9,22.3,0,,1.05,Medium,25.0,0.9077500000000001,0.07875660899219158,0.818,59.94
2019-04-15,China,Asia,0.876,0.773,2.085,60.18,2.26,6.6544,1.93,66.4,23.2,23.4,0,,0.28,Medium,25.0,0.89825,0.08023009279929734,0.931,66.52
2019-04-22,China,Asia,0.893,0.771,1.567,61.56,2.57,6.5844,3.02,62.7,43.6,29.1,0,,-0.15,Medium,25.0,0.8795000000000001,0.08023092274549166,0.876,60.18
2019-04-29,China,Asia,0.907,0.835,1.799,64.41,2.43,6.6461,3.3,56.4,36.2,29.9,0,,-0.68,Medium,25.0,0.90175,0.07905784920408923,0.893,61.56
2019-05-06,China,Asia,0.893,0.78,2.192,61.56,2.05,6.5014,1.69,56.3,44.7,25.9,0,,0.73,Medium,25.0,0.89225,0.07919504981269809,0.907,64.41
2019-05-13,China,Asia,0.933,0.794,1.532,62.59,2.89,6.6249,2.67,53.2,46.0,23.6,0,,-0.86,Medium,25.0,0.9065000000000001,0.07737093349714108,0.893,61.56
2019-05-20,China,Asia,0.941,0.82,1.775,65.52,2.56,6.527,2.68,60.9,35.8,20.1,0,,-0.07,Medium,25.0,0.9185,0.07488740089726106,0.933,62.59
2019-05-27,China,Asia,0.968,0.885,2.209,68.06,2.21,6.4831,2.51,45.9,49.3,21.4,0,,-1.0,Medium,25.0,0.93375,0.07373216792351822,0.941,65.52
2019-06-03,China,Asia,0.87,0.808,1.789,63.51,2.62,6.5708,-0.81,50.5,34.5,27.7,0,,0.01,Medium,25.0,0.928,0.07758676053080019,0.968,68.06
2019-06-10,China,Asia,1.004,0.861,1.791,67.83,1.8,6.5853,4.51,56.7,48.4,26.9,0,,0.02,Medium,25.0,0.94575,0.08854001303360244,0.87,63.51
2019-06-17,China,Asia,0.914,0.835,1.643,65.32,1.91,6.6015,1.8,37.2,39.9,28.7,0,,0.27,Medium,25.0,0.9390000000000001,0.09162531428057842,1.004,67.83
2019-06-24,China,Asia,0.926,0.829,2.279,65.34,2.44,6.5557,1.81,58.9,35.6,25.0,0,,-0.1,Medium,25.0,0.9285000000000001,0.07773045469055295,0.914,65.32
2019-07-01,China,Asia,1.037,0.945,1.774,71.4,3.01,6.5567,0.87,38.5,36.2,27.3,0,,-0.07,Medium,25.0,0.9702500000000001,0.07519576507265875,0.926,65.34
2019-07-08,China,Asia,0.951,0.857,1.957,67.61,2.93,6.4704,2.83,59.0,32.3,27.6,0,,-0.21,Medium,25.0,0.957,0.07751269282328087,1.037,71.4
2019-07-15,China,Asia,0.882,0.775,1.596,62.26,2.22,6.4416,2.79,45.8,48.7,21.1,0,,-0.41,Medium,25.0,0.949,0.08092344615623093,0.951,67.61
2019-07-22,China,Asia,0.933,0.863,2.194,66.95,3.2,6.4596,1.1,64.7,50.0,29.7,0,,0.28,Medium,25.0,0.95075,0.0824748444362359,0.882,62.26
2019-07-29,China,Asia,0.901,0.874,2.03,67.27,3.04,6.48,0.98,52.9,39.2,21.1,0,,0.62,Medium,25.0,0.9167500000000001,0.08308605143665834,0.933,66.95
2019-08-05,China,Asia,1.05,0.916,1.732,71.89,3.65,6.5075,1.26,44.7,36.3,24.5,0,,-0.19,Medium,25.0,0.9415,0.09493384237191492,0.901,67.27
2019-08-12,China,Asia,1.004,0.923,2.259,70.58,2.42,6.4384,1.17,38.6,49.2,29.9,0,,0.3,Medium,25.0,0.972,0.0963942185049329,1.05,71.89
2019-08-19,China,Asia,1.003,0.872,2.16,69.39,1.59,6.4314,1.32,51.4,59.8,20.9,0,,0.02,Medium,25.0,0.9895,0.09623871765649247,1.004,70.58
2019-08-26,China,Asia,1.072,0.97,2.098,74.87,2.25,6.3597,1.77,34.9,56.5,23.6,0,,-0.27,Medium,25.0,1.03225,0.09123047924467598,1.003,69.39
2019-09-02,China,Asia,0.674,0.616,1.5,47.81,2.13,6.3693,1.68,41.8,49.4,25.6,0,,-0.04,Medium,25.0,0.93825,0.13650895489831266,1.072,74.87
2019-09-09,China,Asia,0.634,0.556,1.5,43.82,1.65,6.4211,1.15,43.1,46.9,22.0,0,,-0.42,Medium,25.0,0.84575,0.1354311273960365,0.674,47.81
2019-09-16,China,Asia,0.604,0.584,1.5,45.1,2.34,6.3716,1.62,35.6,33.3,20.1,0,,0.13,Medium,25.0,0.746,0.13521013001473936,0.634,43.82
2019-09-23,China,Asia,0.607,0.552,1.5,42.53,2.21,6.3916,3.8,43.7,50.9,25.8,0,,-0.14,Medium,25.0,0.62975,0.12788388427336478,0.604,45.1
2019-09-30,China,Asia,0.63,0.56,1.5,43.59,0.92,6.3546,0.31,50.5,56.2,28.3,0,,-0.71,Medium,25.0,0.61875,0.12849023183330371,0.607,42.53
2019-10-07,China,Asia,0.682,0.639,1.5,48.47,2.58,6.3945,-0.69,40.8,59.0,20.1,0,,0.3,Medium,25.0,0.63075,0.13099968319165145,0.63,43.59
2019-10-14,China,Asia,0.67,0.583,1.65,46.31,1.56,6.4784,1.85,53.4,53.6,28.6,0,,0.1,Medium,25.0,0.64725,0.12916050226249123,0.682,48.47
2019-10-21,China,Asia,0.628,0.576,1.5,44.34,2.64,6.4106,1.5,44.6,65.8,23.0,0,,-0.1,Medium,25.0,0.6525000000000001,0.1297463593184204,0.67,46.31
2019-10-28,China,Asia,0.692,0.634,1.546,47.16,2.33,6.5394,3.91,52.4,56.3,23.7,0,,-0.11,Medium,25.0,0.668,0.12258675914304112,0.628,44.34
2019-11-04,China,Asia,0.73,0.649,1.634,50.97,2.31,6.4602,2.75,41.2,50.1,24.2,0,,0.02,Medium,25.0,0.68,0.12454887892915421,0.692,47.16
2019-11-11,China,Asia,0.714,0.65,1.646,50.14,2.36,6.4655,3.03,40.2,57.4,29.6,0,,-0.02,Medium,25.0,0.691,0.12444553473083804,0.73,50.97
2019-11-18,China,Asia,0.637,0.571,1.5,44.13,2.6,6.3294,1.6,54.4,54.5,24.4,0,,0.43,Medium,25.0,0.69325,0.12354830150122237,0.714,50.14
2019-11-25,China,Asia,0.694,0.619,1.5,49.18,2.1,6.4826,1.95,39.8,60.6,21.7,0,,-0.2,Medium,25.0,0.69375,0.06845061580771074,0.637,44.13
2019-12-02,China,Asia,0.727,0.663,1.506,52.1,2.52,6.4392,3.55,49.5,58.7,24.1,0,,-0.34,Medium,25.0,0.693,0.06629633289084677,0.694,49.18
2019-12-09,China,Asia,0.714,0.629,1.5,49.68,1.53,6.5252,2.2,60.0,55.7,25.2,0,,-0.18,Medium,25.0,0.693,0.06435799282410444,0.727,52.1
2019-12-16,China,Asia,0.773,0.696,1.564,54.11,1.72,6.4873,-0.57,51.3,73.7,20.8,0,,0.51,Medium,25.0,0.727,0.06700454770104422,0.714,49.68
2019-12-23,China,Asia,0.804,0.707,1.5,55.31,2.14,6.4682,1.37,50.5,49.3,20.0,0,,0.16,Medium,25.0,0.7545,0.06705402008948454,0.773,54.11
2019-12-30,China,Asia,0.78,0.659,1.698,53.5,2.14,6.5432,2.93,56.5,44.2,22.6,0,,0.32,Medium,25.0,0.76775,0.06575746939305248,0.804,55.31
2020-01-06,China,Asia,0.798,0.705,1.728,56.17,3.3,6.5609,3.99,55.0,50.0,25.4,0,,0.41,Medium,25.0,0.7887500000000001,0.06506850285608919,0.78,53.5
2020-01-13,China,Asia,0.719,0.659,1.577,50.28,3.09,6.4551,1.55,58.6,53.2,25.9,0,,-0.24,Medium,25.0,0.77525,0.06976669756419822,0.798,56.17
2020-01-20,China,Asia,0.814,0.772,2.034,57.53,2.97,6.4993,1.47,64.0,72.0,22.0,0,,-0.29,Medium,25.0,0.77775,0.07367952883215109,0.719,50.28
2020-01-27,China,Asia,0.848,0.745,1.883,58.56,2.29,6.5154,4.32,59.8,59.7,24.5,0,,0.01,Medium,25.0,0.79475,0.07314609461260087,0.814,57.53
2020-02-03,China,Asia,0.846,0.733,1.798,58.56,4.83,6.6077,0.22,69.4,52.6,44.2,1,COVID-19 Pandemic,0.2,Medium,25.0,0.80675,0.07246287666555877,0.848,58.56
2020-02-10,China,Asia,0.93,0.868,1.991,68.14,0.86,6.5297,2.37,38.5,59.7,52.2,1,COVID-19 Pandemic,0.4,Medium,25.0,0.8594999999999999,0.06432499159718848,0.846,58.56
